id,greek,english,russian,level,group,type,example
3657,μεταξωτός,silk,шелковый,B1,objects,adjective,Φόρεσε μεταξωτή μπλούζα για το δείπνο.
3658,μετατρέπω,to convert,конвертировать,B1,verbs,verb,Μετέτρεψε το γκαράζ σε γραφείο.
3659,η μετατροπή,"change, modification","изменение, модификация",B1,concepts,noun,Έκανε μικρές μετατροπές στο κείμενο.
3660,η μεταφορά,"transfer, transport","перевозка, транспорт",B1,city,noun,Τα κόστη μεταφοράς ήταν υψηλά.
3661,μεταφορικός,transport,транспортный,B1,city,adjective,Το μεταφορικό κόστος ανέβηκε φέτος.
3662,μεταφορικά,"metaphorically, figuratively","метафорически, образно",B1,communication,adverb,"Το είπε μεταφορικά, όχι κυριολεκτικά."
3663,ο μεταφραστής,translator,переводчик,B1,verbs,noun,Ο μεταφραστής εργάστηκε όλη τη νύχτα για να τελειώσει το κείμενο.
3664,μετεωρολογικός,meteorological,метеорологический,B1,descriptions,adjective,Η μετεωρολογική πρόγνωση λέει ότι θα βρέξει.
3665,ο/η μετεωρολόγος,meteorologist,метеоролог,B1,objects,noun,Ο μετεωρολόγος προέβλεψε θύελλα για αύριο.
3666,η μέτρηση,measurement,измерение,B1,descriptions,noun,Έκανε μέτρηση της πίεσης στο φαρμακείο.
3667,μετρητός,"calculable, countable","поддающийся исчислению, исчисляемый",B1,descriptions,adjective,Πλήρωσε μετρητοίς χωρίς να χρησιμοποιήσει κάρτα.
3668,το μέτωπο,forehead,лоб,B1,body,noun,Έβαλε δροσερό πανάκι στο μέτωπο για τον πυρετό.
3669,μηδενίζω,to zero out,обнулять,B1,verbs,verb,Μηδένισε τον μετρητή και ξεκίνησε από την αρχή.
3670,μηνιαίος,monthly,ежемесячный,B1,descriptions,adjective,Ο μηνιαίος μισθός δεν φτάνει για όλα τα έξοδα.
3671,το μηχανάκι,motorbike,мотоцикл,B1,city,noun,Πάει στη δουλειά με μηχανάκι για να αποφύγει την κυκλοφορία.
3672,ο μηχανοδηγός,train driver,водитель поезда,B1,people,noun,Ο μηχανοδηγός του τρένου έφτασε στη Θεσσαλονίκη στην ώρα του.
3673,ο/η μικροβιολόγος,microbiologist,микробиолог,B1,health,noun,Ο μικροβιολόγος ανέλυσε τα αποτελέσματα των εξετάσεων.
3674,το μικροσκόπιο,microscope,микроскоп,B1,health,noun,Εξέτασε το δείγμα κάτω από το μικροσκόπιο.
3675,μικρόσωμος,"petite, little","мелкого телосложения, маленький",B1,concepts,adjective,Ήταν μικρόσωμη αλλά πολύ δυνατή.
3676,μίνι,"very small, miniscule","очень маленький, крошечный",B1,descriptions,adjective,Έφτιαξε μίνι σάντουιτς για το πάρτι.
3677,το μίξερ,mixer,миксер,B1,home,noun,Χρησιμοποίησε το μίξερ για να χτυπήσει τα ασπράδια.
3678,το μίσος,hate,ненависть,B1,feelings,noun,Το μίσος δεν λύνει κανένα πρόβλημα.
3679,ο μισοτιμής,"at half price, very cheap","полцены, очень дешево",B1,money,noun,Αγόρασε το παλτό μισοτιμής στις εκπτώσεις.
3680,μισώ,to hate,ненавидеть,B1,verbs,verb,Μισεί τον θόρυβο — δεν μπορεί να κοιμηθεί.
3681,η Μογγολία,Mongolia,Монголия,B1,countries,noun,Η Μογγολία έχει μια πλούσια νομαδική παράδοση.
3682,ο μόδιστρος,"fashion designer, tailor","модный дизайнер, портной",B1,professions,noun,Ο μόδιστρος έράψε το νυφικό σε τρεις εβδομάδες.
3683,η μοίρα,"fate, destiny",судьба,B1,descriptions,noun,Η μοίρα τους έφερε ξανά μαζί μετά από χρόνια.
3684,μοιράζομαι,to share,делиться,B1,verbs,verb,Μοιράστηκε το φαγητό του με τον συνάδελφό του.
3685,μοιραίος,fatal,роковой,B1,descriptions,adjective,Ήταν μοιραίο λάθος που δεν μπορούσε να διορθωθεί.
3686,μολονότι,"although, though","хотя и, хотя",B1,basics,conjunction,"Μολονότι κουρασμένος, χαμογελούσε."
3687,η μόλυνση,pollution,загрязнение,B1,nature,noun,Η μόλυνση του αέρα στην πόλη είναι σοβαρό πρόβλημα.
3688,μολύνω,to pollute,загрязнять,B1,verbs,verb,Τα εργοστάσια μολύνουν τον αέρα.
3689,μοναδικά,uniquely,уникально,B1,descriptions,adverb,Ο καλλιτέχνης ζωγράφισε μοναδικά αυτή τη σκηνή.
3690,η μοναξιά,"loneliness, solitude",одиночество,B1,space,noun,Ένιωθε μοναξιά μετά τη μετακόμιση στη νέα πόλη.
3691,μοναχός,all alone,в одиночестве,B1,descriptions,adjective,Έμεινε μοναχός στο σπίτι όλο το Σαββατοκύριακο.
3692,μονάχα,only,только,B1,basics,adverb,Μονάχα εκείνος ήξερε την αλήθεια.
3693,μοναχικός,lonely,одинокий,B1,descriptions,adjective,Ζούσε μοναχική ζωή μακριά από την οικογένεια.
3694,το μοναχοπαίδι,only child,единственный ребёнок,B1,people,noun,Ως μοναχοπαίδι δεν είχε αδέρφια να παίξει.
3695,η μονιμότητα,"permanence, tenure","постоянство, пожизненная работа",B1,concepts,noun,Η μονιμότητα στο δημόσιο είναι μεγάλο πλεονέκτημα.
3696,μονολεκτικός,with one word,однословный,B1,communication,adjective,Απάντησε μονολεκτικά — μόνο ναι ή όχι.
3697,μονόχρωμος,"plain, monochrome","однотонный, монохромный",B1,feelings,adjective,Αγόρασε ένα μονόχρωμο φόρεμα χωρίς σχέδια.
3698,το μοντέλο,model,модель,B1,objects,noun,Παρουσίασε ένα νέο μοντέλο αυτοκινήτου στην έκθεση.
3699,μονώροφος,with a single floor,одноэтажный,B1,basics,adjective,Κατοικεί σε μονώροφο σπίτι με κήπο.
3700,η μόνωση,insulation,изоляция,B1,concepts,noun,Η μόνωση του σπιτιού μειώνει τον λογαριασμό ρεύματος.
3701,η μορταδέλα,"bologna, mortadella","болонья, мортаделла",B1,concepts,noun,Έφτιαξε σάντουιτς με μορταδέλα και τυρί.
3702,η μορφή,"shape, form",форма,B1,concepts,noun,Το αγαλμα είχε τη μορφή γυναίκας.
3703,μορφωμένος,educated,образованный,B1,descriptions,adjective,Ήταν μορφωμένος και μιλούσε τρεις γλώσσες.
3704,η μόρφωση,education,образование,B1,concepts,noun,Η μόρφωση ανοίγει πολλές πόρτες στη ζωή.
3705,μοσχοβολάω,to smell nice,приятно пахнуть,B1,verbs,verb,Το αρτοποιείο μοσχοβολάει φρέσκο ψωμί κάθε πρωί.
3706,η μοτοσικλέτα,motorcycle,мотоцикл,B1,city,noun,Πήγε σε εκδρομή με τη μοτοσικλέτα στη Μακεδονία.
3707,το μούσι,beard,борода,B1,body,noun,Άφησε μούσι τον χειμώνα για να ζεσταίνεται.
3708,το μουστάκι,mustache,усы,B1,body,noun,Ο παππούς του είχε χοντρό μουστάκι.
3709,μπαγιάτικος,stale,несвежий,B1,objects,adjective,Το ψωμί ήταν μπαγιάτικο — το είχαν αφήσει από χθες.
3710,η μπάντα,band,группа,B1,music,noun,Η μπάντα έπαιξε μέχρι τα μεσάνυχτα στην εκδήλωση.
3711,οι Μπαξέδες,Baxedes,Бакседес,B1,geography,noun,Οι Μπαξέδες είναι ένα χωριό στη Λέσβο.
3712,η μπαταρία,battery,аккумулятор,B1,objects,noun,Η μπαταρία του τηλεφώνου τελείωσε στη μέση της ημέρας.
3713,το μπαχαρικό,spice,специя,B1,food,noun,Πρόσθεσε μπαχαρικά για να έχει περισσότερη γεύση.
3714,το μπέικιν πάουντερ,baking powder,порошок для выпечки,B1,food,noun,Χρησιμοποίησε μπέικιν πάουντερ για να φουσκώσει το κέικ.
3715,το μπέικον,bacon,бекон,B1,food,noun,Έφαγε αυγά με μπέικον για πρωινό.
3716,ο μπέμπης,"baby boy, baby girl","младенец, малыш",B1,people,noun,Ο μπέμπης κοιμόταν ήσυχα στη βρεφική κούνια.
3717,το μπιμπερό,baby bottle,детская бутылочка,B1,people,noun,Ζέστανε το μπιμπερό πριν δώσει γάλα στο μωρό.
3718,η μπογιά,paint,краска,B1,objects,noun,Αγόρασε μπογιά για να βάψει το σαλόνι.
3719,το μπολ,bowl,чаша,B1,food,noun,Έβαλε τα δημητριακά σε ένα μεγάλο μπολ.
3720,μπόλικος,plenty,много,B1,objects,adjective,Ήταν μπόλικο φαγητό — έφτασε για όλους.
3721,η μπομπονιέρα,"jordan almonds, wedding favor","свадебный сувенир, бонбоньерка",B1,objects,noun,Χάρισε μπομπονιέρες στο βάφτισμα.
3722,η μπότα,boot,ботинок,B1,clothes,noun,Φόρεσε ψηλές μπότες για τη βόλτα στο δάσος.
3723,το μποτιλιάρισμα,traffic jam,пробка,B1,city,noun,Έπιασε μποτιλιάρισμα στη Λεωφόρο Αθηνών.
3724,το μπουκέτο,"bouquet, a bunch of flowers",букет,B1,concepts,noun,Αγόρασε ένα μπουκέτο τριαντάφυλλα για την επέτειό τους.
3725,το μπουρνούζι,bathrobe,"банный халат, халат",B1,objects,noun,Βγήκε από το μπάνιο τυλιγμένος στο μπουρνούζι.
3726,ο μπουφές,buffet,буфет,B1,objects,noun,Το δείπνο ήταν μπουφέ — διάλεγες ότι ήθελες.
3727,το μποφόρ,Beaufort scale,шкала Бофорта,B1,objects,noun,Ο άνεμος έφτανε τα οκτώ μποφόρ στο Αιγαίο.
3728,το μπρίκι,"coffee pot, ibrik","джезва, ибрик",B1,food,noun,Έβρασε καφέ στο μπρίκι για τον πρωινό καφέ.
3729,μπροστινός,anterior,передний,B1,objects,adjective,Κάθισε στο μπροστινό κάθισμα του αυτοκινήτου.
3730,η μύγα,fly,муха,B1,descriptions,noun,Η μύγα πετούσε γύρω από το φαγητό στο τραπέζι.
3731,μυγιάζομαι,to take offense easily,слишком остро реагировать,B1,verbs,verb,Μυγιάζεται εύκολα — παίρνει προσωπικά όλα τα σχόλια.
3732,το μύδι,mussel,мидия,B1,food,noun,Έφαγε φρέσκα μύδια στο λιμάνι.
3733,τα μύδια σαγανάκι,fried mussels,жареные мидии,B1,food,noun,Παράγγειλε μύδια σαγανάκι ως ορεκτικό.
3734,το μυδοπίλαφο,mussels with rice,мидии с рисом,B1,food,noun,Το μυδοπίλαφο ήταν το σπεσιαλιτέ του εστιατορίου.
3735,το μυθιστόρημα,novel,роман,B1,music,noun,Διάβασε ένα ιστορικό μυθιστόρημα σε μία εβδομάδα.
3736,το μυρμήγκι,ant,муравей,B1,descriptions,noun,Ένα μυρμήγκι έπεσε στο γλυκό μου.
3737,η μυρωδιά,"smell, scent",запах,B1,descriptions,noun,Η μυρωδιά του φρέσκου καφέ με ξυπνάει κάθε πρωί.
3738,ο μυς,muscle,мышца,B1,body,noun,Πόναγε ο μυς μετά την έντονη άσκηση.
3739,το μυστήριο,mystery,тайна,B1,objects,noun,Η εξαφάνισή του παραμένει μυστήριο ακόμα.
3740,η μύτη,nose,нос,B1,body,noun,Ήταν κρυωμένος και η μύτη του έτρεχε.
3741,μωβ,purple,фиолетовый,B1,colors,adjective,Αγόρασε μωβ κουρτίνες για το υπνοδωμάτιο.
3742,η νανόχηνα,lesser white-fronted goose,малый белолобый гусь,B1,nature,noun,Η νανόχηνα είναι σπάνιο πτηνό στην Ελλάδα.
3743,το ναυάγιο,shipwreck,кораблекрушение,B1,objects,noun,Ανακάλυψαν ναυάγιο αρχαίου πλοίου στο Αιγαίο.
3744,η Ναύπακτος,Nafpaktos,Нафпактос,B1,geography,noun,Η Ναύπακτος είναι γνωστή για το βενετσιάνικο λιμάνι της.
3745,ο ναύτης,sailor,моряк,B1,professions,noun,Ο ναύτης έλειπε έξι μήνες στη θάλασσα.
3746,νεανικός,youthful,молодой,B1,descriptions,adjective,Διατηρεί νεανική εμφάνιση στα πενήντα του.
3747,νεόδμητος,newly built,недавно построенный,B1,descriptions,adjective,Μένει σε νεόδμητο διαμέρισμα στα βόρεια προάστια.
3748,νεοκλασικός,neoclassical,неоклассический,B1,descriptions,adjective,Το νεοκλασικό κτίριο ανακαινίστηκε πρόσφατα.
3749,ο νεροχύτης,"sink, wash basin","раковина, мойка",B1,concepts,noun,Άφησε τα πιάτα στον νεροχύτη για να τα πλύνει αργότερα.
3750,τα νεύρα,bad temper,плохое настроение,B1,feelings,noun,Έχει νεύρα σήμερα — καλύτερα να τον αφήσεις ήσυχο.
3751,νευρικός,"nervous, anxious","нервный, тревожный",B1,health,adjective,Ήταν νευρικός πριν από την παρουσίαση.
3752,το νεύρο,nerve,нерв,B1,objects,noun,Ο οδοντίατρος άγγιξε το νεύρο και πόναγε πολύ.
3753,ο νεφρίτης,jade,нефрит,B1,objects,noun,Αγόρασε ένα βραχιόλι από νεφρίτη.
3754,η νέφωση,cloudy weather,облачность,B1,weather,noun,Η πρόγνωση λέει νέφωση και βροχή για αύριο.
3755,νηπιακός,toddler,детский,B1,objects,adjective,Πήγε σε νηπιακό σταθμό από τριών χρονών.
3756,νηστικός,"hungry, starved",голодный,B1,nature,adjective,Ήρθε νηστικός στο δείπνο — δεν είχε φάει όλη μέρα.
3757,νικάω,to win,побеждать,B1,verbs,verb,Νίκησε στο τουρνουά σκακιού.
3758,η Νικολέτα,Nikoleta,Николетта,B1,names,noun,Η Νικολέτα είναι συνάδελφός μου στη δουλειά.
3759,ο νιπτήρας,sink,раковина,B1,objects,noun,Άφησε το σαπούνι στον νιπτήρα του μπάνιου.
3760,νοηματικός,"conceptual, notional","концептуальный, условный",B1,descriptions,adjective,Το άρθρο αυτό έχει βαθύ νοηματικό περιεχόμενο.
3761,νοθεύω,"to adulterate, to falsify","фальсифицировать, подделывать",B1,verbs,verb,Νόθευσε τα αποτελέσματα για να κερδίσει.
3762,νοιάζομαι,to care,заботиться,B1,verbs,verb,Νοιάζεται πολύ για την οικογένειά του.
3763,το νοίκι,rent,аренда,B1,home,noun,Το νοίκι ανέβηκε φέτος κατά εκατό ευρώ.
3764,ο νοικοκύρης,"landlord, landlady",арендодатель,B1,people,noun,Ο νοικοκύρης ήταν πολύ καλός και επισκεύασε το διαμέρισμα.
3765,το νοικοκυριό,household,домашнее хозяйство,B1,home,noun,Φρόντιζε το νοικοκυριό με πολύ μεράκι.
3766,ο νομάς,nomad,кочевник,B1,objects,noun,Οι νομάδες ταξιδεύουν με τα ζώα τους από τόπο σε τόπο.
3767,η νομική,law school,юридический факультет,B1,school,noun,Σπουδάζει νομική στο Αριστοτέλειο Πανεπιστήμιο.
3768,ο/η νομικός,"lawyer, jurist","адвокат, юрист",B1,professions,noun,Επικοινώνησε με νομικό για τη σύνταξη της σύμβασης.
3769,το νόμισμα,coin,монета,B1,money,noun,Μάζεψε παλιά νομίσματα από διαφορετικές χώρες.
3770,ο νομός,"district, county","район, округ",B1,concepts,noun,Ο νομός Αττικής είναι ο πιο πυκνοκατοικημένος.
3771,ο νόμος,law,закон,B1,society,noun,Ο νόμος απαγορεύει το κάπνισμα σε δημόσιους χώρους.
3772,νοστιμεύω,"to spice up, to flavor with","приправлять, придавать вкус",B1,verbs,verb,Νοστιμεύω το φαγητό με λεμόνι.
3773,η νοστιμιά,flavor,вкус,B1,food,noun,Η νοστιμιά της σπιτικής σάλτσας είναι ασυναγώνιστη.
3774,νοτιανατολικός,southeast,юго-восточный,B1,objects,adjective,Το νοτιανατολικό τμήμα της χώρας έχει ζεστό κλίμα.
3775,ο ντάκος,dakos,дакос,B1,food,noun,Παράγγειλε ντάκο με φέτα και ντομάτα.
3776,η ντάλα,"right in the middle of, in full blaze","прямо посреди, в самый разгар",B1,space,noun,Κάθισε στη ντάλα τη ζέστη — ούτε σκιά δεν βρήκε.
3777,το ντεκολτέ,cleavage,декольте,B1,clothes,noun,Φόρεσε φόρεμα με βαθύ ντεκολτέ στο πάρτι.
3778,ο ντολμάς,dolma,долма,B1,food,noun,Έφαγε ντολμάδες με ρύζι και μυρωδικά.
3779,ντόπιος,local,местный,B1,descriptions,adjective,Ο ντόπιος οδηγός μας έδειξε τα καλύτερα μέρη.
3780,το ντους,shower,душ,B1,home,noun,Πήρε ντους μετά τη γυμναστική.
3781,ντρέπομαι,"to be embarrassed, ashamed","смущаться, стыдиться",B1,verbs,verb,Ντράπηκε όταν έπεσε μπροστά σε όλους.
3782,ντυμένος,dressed,одетый,B1,clothes,adjective,Ήταν κομψά ντυμένος για τη συνέντευξη.
3783,το ντύσιμο,outfit,наряд,B1,clothes,noun,Το ντύσιμό της ήταν πολύ κομψό.
3784,η νύφη,"bride, daughter-in-law","невеста, невестка",B1,people,noun,Η νύφη ήταν πανέμορφη στη γαμήλια τελετή.
3785,το νύχι,nail,ноготь,B1,body,noun,Έκοψε τα νύχια της πριν πάει στο πάρτι.
3786,ο/η ξάδερφος,cousin,"кузен, кузина",B1,people,noun,Η ξαδέρφη μου παντρεύεται τον Σεπτέμβριο.
3787,ξακουστός,"famous, wellknown",известный,B1,descriptions,adjective,Είναι ξακουστός μουσικός σε όλη τη χώρα.
3788,ξαναγίνομαι,to become again,снова становиться,B1,verbs,verb,Μετά τις διακοπές ξαναέγινε ο εαυτός του.
3789,ξαναθυμάμαι,"to remember again, to recall","снова вспоминать, напомнить",B1,verbs,verb,Ξαναθυμήθηκα το όνομά του μετά από ώρα.
3790,ξαναμαζεύω,to regather,снова собирать,B1,verbs,verb,Ξαναμάζεψε τα χαρτιά που είχαν σκορπίσει.
3791,ξαναπαίρνω,to take again,"брать снова, забирать обратно",B1,verbs,verb,Ξαναπήρε το βιβλίο που είχε δανείσει.
3792,ξαναπηγαίνω,"to go back, to go again","возвращаться, пойти снова",B1,verbs,verb,Ξαναπήγαμε στο ίδιο εστιατόριο — μας άρεσε πολύ.
3793,ξανασκέφτομαι,to reconsider,пересматривать,B1,verbs,verb,Ξανασκέφτηκε την απόφασή του και άλλαξε γνώμη.
3794,ξαναφωνάζω,to call again,перезвонить,B1,verbs,verb,Δεν απάντησε — θα ξαναφωνάξω αργότερα.
3795,ξαφνικός,sudden,внезапный,B1,objects,adjective,Ήταν ξαφνική η είδηση — κανείς δεν το περίμενε.
3796,ξαφνικά,suddenly,внезапно,B1,descriptions,adverb,Ξαφνικά άρχισε να βρέχει χωρίς προειδοποίηση.
3797,ξεβάφω,"to bleach, to fade","обесцвечивать, выцветать",B1,verbs,verb,Το ρούχο ξεβάφτηκε μετά από πολλά πλυσίματα.
3798,το ξεκίνημα,"start, beginning",начало,B1,nature,noun,Το ξεκίνημα ήταν δύσκολο αλλά τελικά τα κατάφερε.
3799,ξεκολλάω,to come off,"отклеиваться, отлипать",B1,verbs,verb,Η ταπετσαρία ξεκολλάει από την υγρασία.
3800,ξεκουράζω,"to rest, to relax","отдыхать, расслабляться",B1,verbs,verb,Ξεκουράστηκε στον καναπέ μετά τη δουλειά.
3801,η ξεκούραση,rest,отдых,B1,objects,noun,Χρειάζεται ξεκούραση — δουλεύει πολλές ώρες.
3802,ξεκούραστος,"relaxed, rested","расслабленный, отдохнувший",B1,descriptions,adjective,Ήταν ξεκούραστος μετά τις διακοπές.
3803,ο/η ξεναγός,tour guide,экскурсовод,B1,travel,noun,Ο ξεναγός μας εξήγησε την ιστορία της Ακρόπολης.
3804,το ξενύχτι,"staying out late, allnighter","поздно ночью, бессонная ночь",B1,time,noun,Μετά το ξενύχτι κοιμόταν όλη την επόμενη μέρα.
3805,ξεπερνάω,to overcome,преодолевать,B1,verbs,verb,Ξεπέρασε τη δυσκολία και συνέχισε μπροστά.
3806,ξερός,"dry, stale","сухой, несвежий",B1,concepts,adjective,Το κέικ ήταν ξερό — το είχαν ψήσει πολύ.
3807,ξεσπάω,to burst out,взрываться,B1,objects,verb,Ξέσπασε σε κλάματα όταν άκουσε την είδηση.
3808,το ξεφάντωμα,"revelry, fun","разгул, веселье",B1,concepts,noun,Το ξεφάντωμα στο πάρτι κράτησε ως τα χαράματα.
3809,ξεφλουδίζω,to peel,очищать,B1,verbs,verb,Ξεφλούδισε τις πατάτες για τη σούπα.
3810,ξεφουσκωμένος,deflated,спущенный,B1,descriptions,adjective,Το μπαλόνι ήταν ξεφουσκωμένο το πρωί.
3811,ξεχειλώνω,to stretch out,растягивать,B1,verbs,verb,Ξεχείλωσε τα παπούτσια με τις κάλτσες για να μεγαλώσουν.
3812,ξεχνιέμαι,to lose track of time,"забываться, терять счёт времени",B1,verbs,verb,Ξεχνιέμαι όταν ακούω μουσική.
3813,ξεχωρίζω,"to stand out, to distinguish","выделяться, различать",B1,verbs,verb,Ξεχωρίζει από το πλήθος με την έξυπνη φυσιογνωμία του.
3814,ξημερώνω,to dawn,рассветать,B1,verbs,verb,Όταν ξημέρωσε οι καλεσμένοι έφευγαν ακόμα.
3815,η ξηρασία,drought,засуха,B1,nature,noun,Η ξηρασία αυτό το καλοκαίρι κατέστρεψε τη σοδειά.
3816,η ξηρότητα,dryness,сухость,B1,concepts,noun,Η ξηρότητα του κλίματος επηρεάζει το δέρμα.
3817,ξινός,"sour, tart","кислый, терпкий",B1,concepts,adjective,Το λεμόνι είναι πολύ ξινό για τη γεύση μου.
3818,ο ξυλοδαρμός,beating,избиение,B1,objects,noun,Κατήγγειλε τον ξυλοδαρμό στην αστυνομία.
3819,το ξύπνημα,awakening,пробуждение,B1,objects,noun,Το ξύπνημα στις έξι ήταν δύσκολο για εκείνη.
3820,ξυρίζομαι,to shave,бриться,B1,verbs,verb,Ξυρίστηκε πριν πάει στη δουλειά.
3821,το ξύσμα,"peel, zest","цедра, кожура",B1,food,noun,Πρόσθεσε ξύσμα λεμονιού στο κέικ.
3822,το όμικρον ο,the letter omicron,буква омикрон,B1,objects,noun,Το γράμμα όμικρον είναι το πέμπτο φωνήεν του ελληνικού αλφαβήτου.
3823,η οδήγηση,driving,вождение,B1,people,noun,Η οδήγηση στην πόλη απαιτεί συγκέντρωση.
3824,οδικός,road,дорожный,B1,city,adjective,Ο οδικός χάρτης δείχνει όλες τις διαδρομές.
3825,η οθόνη,screen,экран,B1,objects,noun,Κοίταζε την οθόνη του υπολογιστή για ώρες.
3826,η οικία,house,дом,B1,home,noun,Η οικία ήταν παλιά αλλά ανακαινισμένη.
3827,οικιακός,domestic,домашний,B1,descriptions,adjective,Χρησιμοποιεί οικιακά μέσα για να διατηρεί το σπίτι καθαρό.
3828,οικογενειακός,family,семейный,B1,people,adjective,Κάνουν οικογενειακό δείπνο κάθε Κυριακή.
3829,ο οικοδεσπότης,"host, homeowner","хозяин, домовладелец",B1,city,noun,Ο οικοδεσπότης μας υποδέχτηκε με ζεστασιά.
3830,οικολογικός,"ecological, eco-friendly","экологический, экологичный",B1,nature,adjective,Αγοράζει οικολογικά προϊόντα για να μειώσει το αποτύπωμά του.
3831,η οικονομία,economy,экономика,B1,objects,noun,Η οικονομία της χώρας βελτιώθηκε τα τελευταία χρόνια.
3832,οικονομικός,"economic, cheap","экономический, дешевый",B1,clothes,adjective,Βρήκε οικονομικό διαμέρισμα κοντά στη δουλειά.
3833,οικονομικά,"economically, financially","экономически, финансово",B1,communication,adverb,Το σκέφτεται οικονομικά πριν αγοράσει κάτι.
3834,ο οίκος,house,дом,B1,home,noun,Ο οίκος μόδας παρουσίασε νέα συλλογή.
3835,η Όλγα,Olga,Ольга,B1,names,noun,Η Όλγα είναι γιατρός και δουλεύει στο νοσοκομείο.
3836,ολοκληρωμένος,complete,полный,B1,descriptions,adjective,Παρέδωσε ολοκληρωμένη εργασία χωρίς παραλείψεις.
3837,ολοκληρώνω,"to complete, to finish","завершать, заканчивать",B1,verbs,verb,Ολοκλήρωσε το project πριν από την προθεσμία.
3838,η ολοκλήρωση,completion,завершение,B1,concepts,noun,Η ολοκλήρωση του έργου πανηγυρίστηκε από όλους.
3839,ολοφάνερα,noticeably,заметно,B1,descriptions,adverb,Ολοφάνερα χαρόταν — χαμογελούσε αδιάκοπα.
3840,ολυμπιακός,olympic,олимпийский,B1,sports,adjective,Οι ολυμπιακοί αγώνες πραγματοποιήθηκαν στην Αθήνα το 2004.
3841,ομαδικός,"group, team","групповой, командный",B1,sports,adjective,Η ομαδική εργασία βοηθά πολύ στα αποτελέσματα.
3842,η ομιλία,speech,речь,B1,objects,noun,Η ομιλία του διευθυντή κράτησε μισή ώρα.
3843,ονειρεμένος,dreamy,мечтательный,B1,objects,adjective,Έχει ονειρεμένη εμφάνιση — σαν ηθοποιός.
3844,ονομάζομαι,to be named,называться,B1,verbs,verb,Πώς ονομάζεται αυτό το πιάτο;
3845,το όπλο,weapon,оружие,B1,objects,noun,Ο αστυνομικός έβγαλε το όπλο όταν ήρθε κίνδυνος.
3846,οπτικός,"optical, visual","оптический, визуальный",B1,descriptions,adjective,Ο οπτικός τρόπος παρουσίασης ήταν πολύ πετυχημένος.
3847,οπωσδήποτε,certainly,непременно,B1,descriptions,adverb,Θα έρθω οπωσδήποτε στη συνάντηση.
3848,ο οργανισμός,organism,организм,B1,concepts,noun,Ο ανθρώπινος οργανισμός προσαρμόζεται στο κλίμα.
3849,το όργανο,"tool, instrument",инструмент,B1,descriptions,noun,Έπαιζε μουσικό όργανο από παιδί.
3850,οργανωμένος,organized,организованный,B1,descriptions,adjective,Είναι πολύ οργανωμένος — έχει πάντα λίστα με τα έξοδά του.
3851,οργανώνω,to organize,организовывать,B1,verbs,verb,Οργάνωσε μια έκπληξη για τα γενέθλια του φίλου του.
3852,η οργάνωση,organization,организация,B1,concepts,noun,Η οργάνωση της εκδήλωσης ήταν άψογη.
3853,οργανωτικός,organizational,организационный,B1,descriptions,adjective,Έχει πολύ οργανωτικές ικανότητες.
3854,ορεινός,mountainous,горный,B1,descriptions,adjective,Μεγάλωσε σε ένα ορεινό χωριό στην Ήπειρο.
3855,ορεκτικός,appetizing,аппетитный,B1,objects,adjective,Η μυρωδιά ήταν τόσο ορεκτική που δεν μπορούσα να περιμένω.
3856,η όρεξη,"appetite, mood","аппетит, настроение",B1,concepts,noun,Δεν είχε όρεξη για φαγητό — ήταν στεναχωρημένος.
3857,όρθιος,standing,стоящий,B1,objects,adjective,Έμεινε όρθιος στο λεωφορείο γιατί δεν υπήρχαν καθίσματα.
3858,ο/η ορθοπεδικός,orthopaedist,ортопед,B1,health,noun,Ο ορθοπεδικός είπε ότι το γόνατό του θέλει εγχείρηση.
3859,η ορθοπεταλιά,pedaling,педалирование,B1,objects,noun,Έκανε ορθοπεταλιά για να ανεβεί τον ανήφορο.
3860,οριζόντιος,horizontal,горизонтальный,B1,descriptions,adjective,Έκανε οριζόντιες γραμμές στο τετράδιο με μολύβι.
3861,το όριο,limit,предел,B1,objects,noun,Υπάρχει όριο ταχύτητας πενήντα χιλιομέτρων στο δρόμο.
3862,ορισμένος,certain,определенный,B1,objects,adjective,Σε ορισμένες περιπτώσεις χρειάζεται άδεια.
3863,ο ορισμός,definition,определение,B1,concepts,noun,Ο ορισμός της λέξης ήταν στο λεξικό.
3864,το οριστικό άρθρο,definite article,определенный артикль,B1,school,noun,Το οριστικό άρθρο «ο» χρησιμοποιείται μπροστά από αρσενικά ονόματα.
3865,ο όρος,term,термин,B1,objects,noun,Δεν καταλαβαίνω αυτόν τον τεχνικό όρο.
3866,το οροφοδιαμέρισμα,one floor apartment,двухуровневая квартира,B1,home,noun,Νοίκιασαν οροφοδιαμέρισμα στον πέμπτο όροφο.
3867,η ορχήστρα,orchestra,оркестр,B1,music,noun,Η ορχήστρα έπαιξε Μπετόβεν στην αίθουσα.
3868,όσος,"any, as much as","любой, столько, сколько",B1,basics,pronoun,Φάε όσο θέλεις.
3869,το οστό,bone,кость,B1,body,noun,Έσπασε το οστό του καρπού στην πτώση.
3870,οστρακοειδής,shellfish,ракообразный,B1,food,adjective,Δεν τρώει οστρακοειδή γιατί είναι αλλεργικός.
3871,ουδέτερος,neutral,нейтральный,B1,descriptions,adjective,Προσπάθησε να μείνει ουδέτερος στη διαμάχη.
3872,η ουρά,"queue, line","очередь, линия",B1,space,noun,Περίμενε στην ουρά για μισή ώρα.
